"agency","site_no","Date","month","HydrologicEvent","SampleFraction","Inorganic_N","Nitrate","Mixed_N","TP","Temperature","TSS","Turbidity"
"21NC02WQ","J1330000",1997-06-23,"Jun",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",1997-07-30,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1892,NA
"21NC02WQ","J1330000",1997-07-30,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1268
"21NC02WQ","J1330000",1997-07-30,"Jul",NA,NA,NA,NA,NA,NA,874,NA,NA
"21NC02WQ","J1330000",1997-08-05,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",1997-08-05,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1253
"21NC02WQ","J1330000",1997-08-05,"Aug",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",1997-09-24,"Sep",NA,"Non-filterable",NA,NA,NA,NA,NA,1469,NA
"21NC02WQ","J1330000",1997-09-24,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC02WQ","J1330000",1997-09-24,"Sep",NA,NA,NA,NA,NA,NA,823,NA,NA
"21NC02WQ","J1330000",1997-10-23,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,724
"21NC02WQ","J1330000",1997-10-23,"Oct",NA,NA,NA,NA,NA,NA,571,NA,NA
"21NC02WQ","J1330000",1997-11-12,"Nov",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",1997-11-12,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,336
"21NC02WQ","J1330000",1997-11-12,"Nov",NA,NA,NA,NA,NA,NA,571,NA,NA
"21NC02WQ","J1330000",1997-12-19,"Dec",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",1997-12-19,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,374
"21NC02WQ","J1330000",1997-12-19,"Dec",NA,NA,NA,NA,NA,NA,1989,NA,NA
"21NC02WQ","J1330000",1998-01-20,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,571,NA
"21NC02WQ","J1330000",1998-01-20,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,866
"21NC02WQ","J1330000",1998-01-20,"Jan",NA,NA,NA,NA,NA,NA,1901,NA,NA
"21NC02WQ","J1330000",1998-02-12,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,2019
"21NC02WQ","J1330000",1998-02-12,"Feb",NA,NA,NA,NA,NA,NA,401,NA,NA
"21NC02WQ","J1330000",1998-03-10,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,823,NA
"21NC02WQ","J1330000",1998-03-10,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,928
"21NC02WQ","J1330000",1998-03-10,"Mar",NA,NA,NA,NA,NA,NA,502,NA,NA
"21NC02WQ","J1330000",1998-04-13,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,778,NA
"21NC02WQ","J1330000",1998-04-13,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1894
"21NC02WQ","J1330000",1998-04-13,"Apr",NA,NA,NA,NA,NA,NA,596,NA,NA
"21NC02WQ","J1330000",1998-05-12,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,823,NA
"21NC02WQ","J1330000",1998-05-12,"May",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC02WQ","J1330000",1998-05-12,"May",NA,NA,NA,NA,NA,NA,624,NA,NA
"21NC02WQ","J1330000",1998-06-08,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,619,NA
"21NC02WQ","J1330000",1998-06-08,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,571
"21NC02WQ","J1330000",1998-06-08,"Jun",NA,NA,NA,NA,NA,NA,805,NA,NA
"21NC02WQ","J1330000",1998-07-09,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",1998-07-09,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,748
"21NC02WQ","J1330000",1998-07-09,"Jul",NA,NA,NA,NA,NA,NA,935,NA,NA
"21NC02WQ","J1330000",1998-08-17,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,1084,NA
"21NC02WQ","J1330000",1998-08-17,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1667
"21NC02WQ","J1330000",1998-08-17,"Aug",NA,NA,NA,NA,NA,NA,932,NA,NA
"21NC02WQ","J1330000",1998-09-21,"Sep",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",1998-09-21,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,383
"21NC02WQ","J1330000",1998-09-21,"Sep",NA,NA,NA,NA,NA,NA,893,NA,NA
"21NC02WQ","J1330000",1998-10-12,"Oct",NA,"Non-filterable",NA,NA,NA,NA,NA,690,NA
"21NC02WQ","J1330000",1998-10-12,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,690
"21NC02WQ","J1330000",1998-10-12,"Oct",NA,NA,NA,NA,NA,NA,781,NA,NA
"21NC02WQ","J1330000",1998-11-04,"Nov",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",1998-11-04,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC02WQ","J1330000",1998-11-04,"Nov",NA,NA,NA,NA,NA,NA,530,NA,NA
"21NC02WQ","J1330000",1998-12-03,"Dec",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",1998-12-03,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,345
"21NC02WQ","J1330000",1998-12-03,"Dec",NA,NA,NA,NA,NA,NA,571,NA,NA
"21NC02WQ","J1330000",1999-01-11,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,1892,NA
"21NC02WQ","J1330000",1999-01-11,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,401
"21NC02WQ","J1330000",1999-01-11,"Jan",NA,NA,NA,NA,NA,NA,1760,NA,NA
"21NC02WQ","J1330000",1999-02-11,"Feb",NA,"Non-filterable",NA,NA,NA,NA,NA,690,NA
"21NC02WQ","J1330000",1999-02-11,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,996
"21NC02WQ","J1330000",1999-02-11,"Feb",NA,NA,NA,NA,NA,NA,531,NA,NA
"21NC02WQ","J1330000",1999-03-04,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",1999-03-04,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,1241
"21NC02WQ","J1330000",1999-03-04,"Mar",NA,NA,NA,NA,NA,NA,455,NA,NA
"21NC02WQ","J1330000",1999-04-15,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",1999-04-15,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1436
"21NC02WQ","J1330000",1999-04-15,"Apr",NA,NA,NA,NA,NA,NA,574,NA,NA
"21NC02WQ","J1330000",1999-05-10,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,401,NA
"21NC02WQ","J1330000",1999-05-10,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1464
"21NC02WQ","J1330000",1999-05-10,"May",NA,NA,NA,NA,NA,NA,805,NA,NA
"21NC02WQ","J1330000",1999-06-09,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",1999-06-09,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,730
"21NC02WQ","J1330000",1999-06-09,"Jun",NA,NA,NA,NA,NA,NA,932,NA,NA
"21NC02WQ","J1330000",1999-07-22,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,326
"21NC02WQ","J1330000",1999-07-22,"Jul",NA,NA,NA,NA,NA,NA,952,NA,NA
"21NC02WQ","J1330000",1999-08-16,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,443,NA
"21NC02WQ","J1330000",1999-08-16,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1905
"21NC02WQ","J1330000",1999-08-16,"Aug",NA,NA,NA,NA,NA,NA,950,NA,NA
"21NC02WQ","J1330000",1999-09-20,"Sep",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",1999-09-20,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,1443
"21NC02WQ","J1330000",1999-09-20,"Sep",NA,NA,NA,NA,NA,NA,801,NA,NA
"21NC02WQ","J1330000",1999-10-19,"Oct",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",1999-10-19,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,524
"21NC02WQ","J1330000",1999-10-19,"Oct",NA,NA,NA,NA,NA,NA,593,NA,NA
"21NC02WQ","J1330000",1999-11-08,"Nov",NA,"Non-filterable",NA,NA,NA,NA,NA,306,NA
"21NC02WQ","J1330000",1999-11-08,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,697
"21NC02WQ","J1330000",1999-11-08,"Nov",NA,NA,NA,NA,NA,NA,549,NA,NA
"21NC02WQ","J1330000",1999-12-14,"Dec",NA,"Non-filterable",NA,NA,NA,NA,NA,557,NA
"21NC02WQ","J1330000",1999-12-14,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,419
"21NC02WQ","J1330000",1999-12-14,"Dec",NA,NA,NA,NA,NA,NA,548,NA,NA
"21NC02WQ","J1330000",2000-01-12,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,1892,NA
"21NC02WQ","J1330000",2000-01-12,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,592
"21NC02WQ","J1330000",2000-01-12,"Jan",NA,NA,NA,NA,NA,NA,443,NA,NA
"21NC02WQ","J1330000",2000-02-21,"Feb",NA,"Non-filterable",NA,NA,NA,NA,NA,306,NA
"21NC02WQ","J1330000",2000-02-21,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1737
"21NC02WQ","J1330000",2000-02-21,"Feb",NA,NA,NA,NA,NA,NA,401,NA,NA
"21NC02WQ","J1330000",2000-03-03,"Mar",NA,NA,NA,NA,NA,NA,443,NA,NA
"21NC02WQ","J1330000",2000-03-27,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,401,NA
"21NC02WQ","J1330000",2000-03-27,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,1220
"21NC02WQ","J1330000",2000-04-24,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",2000-04-24,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1457
"21NC02WQ","J1330000",2000-04-24,"Apr",NA,NA,NA,NA,NA,NA,548,NA,NA
"21NC02WQ","J1330000",2000-06-02,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,1570,NA
"21NC02WQ","J1330000",2000-06-02,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1247
"21NC02WQ","J1330000",2000-06-02,"Jun",NA,NA,NA,NA,NA,NA,646,NA,NA
"21NC02WQ","J1330000",2000-06-28,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,1637,NA
"21NC02WQ","J1330000",2000-06-28,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1469
"21NC02WQ","J1330000",2000-06-28,"Jun",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",2000-07-12,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1070,NA
"21NC02WQ","J1330000",2000-07-12,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1348
"21NC02WQ","J1330000",2000-07-12,"Jul",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",2000-08-08,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",2000-08-08,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,1580
"21NC02WQ","J1330000",2000-08-17,"Aug",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",2000-09-18,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,979
"21NC02WQ","J1330000",2000-09-18,"Sep",NA,NA,NA,NA,NA,NA,571,NA,NA
"21NC02WQ","J1330000",2000-10-30,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,355
"21NC02WQ","J1330000",2000-10-30,"Oct",NA,NA,NA,NA,NA,NA,548,NA,NA
"21NC02WQ","J1330000",2000-11-16,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,758
"21NC02WQ","J1330000",2000-11-16,"Nov",NA,NA,NA,NA,NA,NA,1989,NA,NA
"21NC02WQ","J1330000",2000-12-18,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,1070
"21NC02WQ","J1330000",2000-12-18,"Dec",NA,NA,NA,NA,NA,NA,1892,NA,NA
"21NC02WQ","J1330000",2001-01-31,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,502
"21NC02WQ","J1330000",2001-01-31,"Jan",NA,NA,NA,NA,NA,NA,1892,NA,NA
"21NC02WQ","J1330000",2001-02-26,"Feb",NA,"Non-filterable",NA,NA,NA,NA,NA,443,NA
"21NC02WQ","J1330000",2001-02-26,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,571
"21NC02WQ","J1330000",2001-02-26,"Feb",NA,NA,NA,NA,NA,NA,401,NA,NA
"21NC02WQ","J1330000",2001-04-24,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,690
"21NC02WQ","J1330000",2001-04-24,"Apr",NA,NA,NA,NA,NA,NA,646,NA,NA
"21NC02WQ","J1330000",2001-05-22,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,524,NA
"21NC02WQ","J1330000",2001-05-22,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1610
"21NC02WQ","J1330000",2001-05-22,"May",NA,NA,NA,NA,NA,NA,823,NA,NA
"21NC02WQ","J1330000",2001-06-20,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,401
"21NC02WQ","J1330000",2001-06-20,"Jun",NA,NA,NA,NA,NA,NA,823,NA,NA
"21NC02WQ","J1330000",2001-07-17,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,365
"21NC02WQ","J1330000",2001-07-17,"Jul",NA,NA,NA,NA,NA,NA,909,NA,NA
"21NC02WQ","J1330000",2001-09-26,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC02WQ","J1330000",2001-09-26,"Sep",NA,NA,NA,NA,NA,NA,629,NA,NA
"21NC02WQ","J1330000",2001-10-15,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,1615
"21NC02WQ","J1330000",2001-10-15,"Oct",NA,NA,NA,NA,NA,NA,624,NA,NA
"21NC02WQ","J1330000",2001-11-06,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,690
"21NC02WQ","J1330000",2001-11-06,"Nov",NA,NA,NA,NA,NA,NA,548,NA,NA
"21NC02WQ","J1330000",2001-12-06,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,393
"21NC02WQ","J1330000",2001-12-06,"Dec",NA,NA,NA,NA,NA,NA,553,NA,NA
"21NC02WQ","J1330000",2002-01-29,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,2002
"21NC02WQ","J1330000",2002-01-29,"Jan",NA,NA,NA,NA,NA,NA,482,NA,NA
"21NC02WQ","J1330000",2002-02-25,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,730
"21NC02WQ","J1330000",2002-02-25,"Feb",NA,NA,NA,NA,NA,NA,411,NA,NA
"21NC02WQ","J1330000",2002-03-14,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,1580
"21NC02WQ","J1330000",2002-03-14,"Mar",NA,NA,NA,NA,NA,NA,555,NA,NA
"21NC02WQ","J1330000",2002-04-23,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,979
"21NC02WQ","J1330000",2002-05-13,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",2002-05-13,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1053
"21NC02WQ","J1330000",2002-05-13,"May",NA,NA,NA,NA,NA,NA,870,NA,NA
"21NC02WQ","J1330000",2002-07-01,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1455
"21NC02WQ","J1330000",2002-07-01,"Jul",NA,NA,NA,NA,NA,NA,894,NA,NA
"21NC02WQ","J1330000",2002-07-15,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1033
"21NC02WQ","J1330000",2002-07-15,"Jul",NA,NA,NA,NA,NA,NA,873,NA,NA
"21NC02WQ","J1330000",2002-08-12,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",2002-08-12,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,697
"21NC02WQ","J1330000",2002-08-12,"Aug",NA,NA,NA,NA,NA,NA,930,NA,NA
"21NC02WQ","J1330000",2002-10-01,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,715
"21NC02WQ","J1330000",2002-10-01,"Oct",NA,NA,NA,NA,NA,NA,846,NA,NA
"21NC02WQ","J1330000",2002-10-31,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,571
"21NC02WQ","J1330000",2002-10-31,"Oct",NA,NA,NA,NA,NA,NA,524,NA,NA
"21NC02WQ","J1330000",2002-11-14,"Nov",NA,"Non-filterable",NA,NA,NA,NA,NA,1570,NA
"21NC02WQ","J1330000",2002-11-14,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,478
"21NC02WQ","J1330000",2002-11-14,"Nov",NA,NA,NA,NA,NA,NA,530,NA,NA
"21NC02WQ","J1330000",2002-12-03,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,706
"21NC02WQ","J1330000",2002-12-03,"Dec",NA,NA,NA,NA,NA,NA,449,NA,NA
"21NC02WQ","J1330000",2003-01-08,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,1574
"21NC02WQ","J1330000",2003-01-08,"Jan",NA,NA,NA,NA,NA,NA,1989,NA,NA
"21NC02WQ","J1330000",2003-02-20,"Feb",NA,"Non-filterable",NA,NA,NA,NA,NA,1989,NA
"21NC02WQ","J1330000",2003-02-20,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,571
"21NC02WQ","J1330000",2003-02-20,"Feb",NA,NA,NA,NA,NA,NA,1901,NA,NA
"21NC02WQ","J1330000",2003-03-04,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,502
"21NC02WQ","J1330000",2003-03-04,"Mar",NA,NA,NA,NA,NA,NA,2019,NA,NA
"21NC02WQ","J1330000",2003-04-23,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1580
"21NC02WQ","J1330000",2003-04-23,"Apr",NA,NA,NA,NA,NA,NA,555,NA,NA
"21NC02WQ","J1330000",2003-05-12,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,443,NA
"21NC02WQ","J1330000",2003-05-12,"May",NA,"Total",NA,NA,NA,NA,NA,NA,1728
"21NC02WQ","J1330000",2003-05-12,"May",NA,NA,NA,NA,NA,NA,824,NA,NA
"21NC02WQ","J1330000",2003-06-10,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC02WQ","J1330000",2003-06-10,"Jun",NA,NA,NA,NA,NA,NA,871,NA,NA
"21NC02WQ","J1330000",2003-07-16,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1746
"21NC02WQ","J1330000",2003-07-16,"Jul",NA,NA,NA,NA,NA,NA,895,NA,NA
"21NC02WQ","J1330000",2003-08-05,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,502,NA
"21NC02WQ","J1330000",2003-08-05,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,619
"21NC02WQ","J1330000",2003-08-05,"Aug",NA,NA,NA,NA,NA,NA,931,NA,NA
"21NC02WQ","J1330000",2003-09-02,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,706
"21NC02WQ","J1330000",2003-09-02,"Sep",NA,NA,NA,NA,NA,NA,932,NA,NA
"21NC02WQ","J1330000",2003-10-01,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,730
"21NC02WQ","J1330000",2003-10-01,"Oct",NA,NA,NA,NA,NA,NA,623,NA,NA
"21NC02WQ","J1330000",2003-11-03,"Nov",NA,"Non-filterable",NA,NA,NA,NA,NA,979,NA
"21NC02WQ","J1330000",2003-11-03,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,1014
"21NC02WQ","J1330000",2003-11-03,"Nov",NA,NA,NA,NA,NA,NA,673,NA,NA
"21NC02WQ","J1330000",2003-12-01,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,1033
"21NC02WQ","J1330000",2003-12-01,"Dec",NA,NA,NA,NA,NA,NA,458,NA,NA
"21NC02WQ","J1330000",2004-01-05,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,1711,NA
"21NC02WQ","J1330000",2004-01-05,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,1247
"21NC02WQ","J1330000",2004-01-05,"Jan",NA,NA,NA,NA,NA,NA,571,NA,NA
"21NC02WQ","J1330000",2004-02-03,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,675
"21NC02WQ","J1330000",2004-02-03,"Feb",NA,NA,NA,NA,NA,NA,1214,NA,NA
"21NC02WQ","J1330000",2004-03-01,"Mar",NA,"Total",NA,NA,NA,NA,NA,NA,1610
"21NC02WQ","J1330000",2004-03-01,"Mar",NA,NA,NA,NA,NA,NA,401,NA,NA
"21NC02WQ","J1330000",2004-04-01,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,459,NA
"21NC02WQ","J1330000",2004-04-01,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1955
"21NC02WQ","J1330000",2004-04-01,"Apr",NA,NA,NA,NA,NA,NA,487,NA,NA
"21NC02WQ","J1330000",2004-05-06,"May",NA,"Total",NA,NA,NA,NA,NA,NA,548
"21NC02WQ","J1330000",2004-05-06,"May",NA,NA,NA,NA,NA,NA,623,NA,NA
"21NC02WQ","J1330000",2004-06-01,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1228
"21NC02WQ","J1330000",2004-06-01,"Jun",NA,NA,NA,NA,NA,NA,849,NA,NA
"21NC02WQ","J1330000",2004-07-06,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1423,NA
"21NC02WQ","J1330000",2004-07-06,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1443
"21NC02WQ","J1330000",2004-07-06,"Jul",NA,NA,NA,NA,NA,NA,911,NA,NA
"21NC02WQ","J1330000",2004-08-03,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,488
"21NC02WQ","J1330000",2004-08-03,"Aug",NA,NA,NA,NA,NA,NA,874,NA,NA
"21NC02WQ","J1330000",2004-09-07,"Sep",NA,"Total",NA,NA,NA,NA,NA,NA,1615
"21NC02WQ","J1330000",2004-09-07,"Sep",NA,NA,NA,NA,NA,NA,847,NA,NA
"21NC02WQ","J1330000",2004-10-06,"Oct",NA,"Total",NA,NA,NA,NA,NA,NA,988
"21NC02WQ","J1330000",2004-10-06,"Oct",NA,NA,NA,NA,NA,NA,783,NA,NA
"21NC02WQ","J1330000",2004-11-15,"Nov",NA,"Total",NA,NA,NA,NA,NA,NA,443
"21NC02WQ","J1330000",2004-11-15,"Nov",NA,NA,NA,NA,NA,NA,506,NA,NA
"21NC02WQ","J1330000",2004-12-03,"Dec",NA,"Total",NA,NA,NA,NA,NA,NA,1728
"21NC02WQ","J1330000",2004-12-03,"Dec",NA,NA,NA,NA,NA,NA,446,NA,NA
"21NC02WQ","J1330000",2005-01-11,"Jan",NA,"Non-filterable",NA,NA,NA,NA,NA,730,NA
"21NC02WQ","J1330000",2005-01-11,"Jan",NA,"Total",NA,NA,NA,NA,NA,NA,758
"21NC02WQ","J1330000",2005-01-11,"Jan",NA,NA,NA,NA,NA,NA,502,NA,NA
"21NC02WQ","J1330000",2005-02-10,"Feb",NA,"Total",NA,NA,NA,NA,NA,NA,1241
"21NC02WQ","J1330000",2005-02-10,"Feb",NA,NA,NA,NA,NA,NA,481,NA,NA
"21NC02WQ","J1330000",2005-03-09,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,1989,NA
"21NC02WQ","J1330000",2005-03-09,"Mar",NA,NA,NA,NA,NA,NA,2013,NA,NA
"21NC02WQ","J1330000",2005-03-23,"Mar",NA,"Non-filterable",NA,NA,NA,NA,NA,512,NA
"21NC02WQ","J1330000",2005-03-23,"Mar",NA,NA,NA,NA,NA,NA,509,NA,NA
"21NC02WQ","J1330000",2005-04-03,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,928,NA
"21NC02WQ","J1330000",2005-04-03,"Apr",NA,NA,NA,NA,NA,NA,556,NA,NA
"21NC02WQ","J1330000",2005-04-18,"Apr",NA,"Non-filterable",NA,NA,NA,NA,NA,478,NA
"21NC02WQ","J1330000",2005-04-18,"Apr",NA,"Total",NA,NA,NA,NA,NA,NA,1436
"21NC02WQ","J1330000",2005-04-18,"Apr",NA,NA,NA,NA,NA,NA,623,NA,NA
"21NC02WQ","J1330000",2005-05-04,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,401,NA
"21NC02WQ","J1330000",2005-05-04,"May",NA,NA,NA,NA,NA,NA,598,NA,NA
"21NC02WQ","J1330000",2005-05-17,"May",NA,"Non-filterable",NA,NA,NA,NA,NA,1436,NA
"21NC02WQ","J1330000",2005-05-17,"May",NA,"Total",NA,NA,NA,NA,NA,NA,768
"21NC02WQ","J1330000",2005-05-17,"May",NA,NA,NA,NA,NA,NA,823,NA,NA
"21NC02WQ","J1330000",2005-06-02,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,1647,NA
"21NC02WQ","J1330000",2005-06-02,"Jun",NA,NA,NA,NA,NA,NA,623,NA,NA
"21NC02WQ","J1330000",2005-06-16,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,1214,NA
"21NC02WQ","J1330000",2005-06-16,"Jun",NA,"Total",NA,NA,NA,NA,NA,NA,1214
"21NC02WQ","J1330000",2005-06-16,"Jun",NA,NA,NA,NA,NA,NA,913,NA,NA
"21NC02WQ","J1330000",2005-06-28,"Jun",NA,"Non-filterable",NA,NA,NA,NA,NA,1273,NA
"21NC02WQ","J1330000",2005-06-28,"Jun",NA,NA,NA,NA,NA,NA,889,NA,NA
"21NC02WQ","J1330000",2005-07-14,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1247,NA
"21NC02WQ","J1330000",2005-07-14,"Jul",NA,"Total",NA,NA,NA,NA,NA,NA,1005
"21NC02WQ","J1330000",2005-07-14,"Jul",NA,NA,NA,NA,NA,NA,933,NA,NA
"21NC02WQ","J1330000",2005-07-28,"Jul",NA,"Non-filterable",NA,NA,NA,NA,NA,1591,NA
"21NC02WQ","J1330000",2005-07-28,"Jul",NA,NA,NA,NA,NA,NA,917,NA,NA
"21NC02WQ","J1330000",2005-08-11,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,1892,NA
"21NC02WQ","J1330000",2005-08-11,"Aug",NA,NA,NA,NA,NA,NA,895,NA,NA
"21NC02WQ","J1330000",2005-08-23,"Aug",NA,"Non-filterable",NA,NA,NA,NA,NA,571,NA
"21NC02WQ","J1330000",2005-08-23,"Aug",NA,"Total",NA,NA,NA,NA,NA,NA,592
"21NC02WQ","J1330000",2005-08-23,"Aug",NA,NA,NA,NA,NA,NA,910,NA,NA
